timestamp,year,month,day,hour,day_of_week,day_of_year,is_weekend,is_holiday,season,temperature_C,humidity_pct,wind_speed_ms,cloud_cover_pct,solar_irradiance_wm2,industrial_load_mw,residential_load_mw,commercial_load_mw,total_demand_mw,demand_lag_24h,demand_lag_168h,demand_rolling_mean_24h,solar_generation_mw,wind_generation_mw,renewable_generation_mw,conventional_generation_mw,grid_frequency_hz,reserve_margin_pct,fuel_price_gas_eur_mwh,fuel_price_coal_eur_mwh,carbon_price_eur_ton,electricity_price_eur_mwh,price_volatility_index,feeder_id,criticality_score,load_shed_flag,load_shed_amount_mw,load_shed_priority_tier
2020-01-02 01:00:00,2020,1,2,1,3,2,0,0,Winter,9.64,65.6,5.0,28.8,1.7,193.03,170.14,90.68,453.85,398.32,,656.93,1.22,14.45,15.67,436.14,49.99,58.57,30.77,15.84,24.2,79.33,8.3,FDR_06,5,0,0.0,NoShed
2020-01-02 02:00:00,2020,1,2,2,3,2,0,0,Winter,6.15,68.6,2.86,2.7,22.1,204.64,169.62,98.31,472.57,451.64,,657.8,4.08,0.0,4.08,467.76,50.002,53.73,30.78,15.84,24.15,80.29,7.37,FDR_02,3,0,0.0,NoShed
2020-01-02 03:00:00,2020,1,2,3,3,2,0,0,Winter,8.17,82.8,3.84,19.6,3.5,190.34,200.79,80.67,471.8,418.57,,660.02,0.0,10.46,10.46,468.18,50.024,56.62,30.77,15.84,24.1,78.75,6.95,FDR_06,5,0,0.0,NoShed
2020-01-02 04:00:00,2020,1,2,4,3,2,0,0,Winter,5.18,71.0,9.35,31.7,0.0,184.02,197.69,76.54,458.25,445.71,,660.54,0.0,98.94,98.94,366.95,50.005,56.78,30.77,15.84,24.09,78.82,7.11,FDR_10,7,0,0.0,NoShed
2020-01-02 05:00:00,2020,1,2,5,3,2,0,0,Winter,4.83,65.5,4.14,9.4,27.2,176.28,211.31,88.06,475.65,482.53,,660.26,3.13,9.79,12.92,466.27,50.029,54.75,30.78,15.84,24.12,70.91,7.47,FDR_04,9,0,0.0,NoShed
2020-01-02 06:00:00,2020,1,2,6,3,2,0,0,Winter,3.38,73.6,3.13,41.9,45.2,357.32,234.33,80.52,672.17,651.89,,661.1,20.68,4.44,25.12,655.92,50.017,40.34,30.79,15.84,23.95,82.33,7.5,FDR_07,7,0,0.0,NoShed
2020-01-02 07:00:00,2020,1,2,7,3,2,0,0,Winter,7.65,82.7,2.95,0.0,156.4,368.85,247.93,209.08,825.86,803.25,,662.04,49.62,3.5,53.12,781.82,49.968,21.85,30.8,15.84,24.02,92.45,7.62,FDR_02,5,0,0.0,NoShed
2020-01-02 08:00:00,2020,1,2,8,3,2,0,0,Winter,3.52,67.9,5.27,6.9,247.7,373.3,285.22,224.33,882.85,812.07,,664.99,79.37,21.99,101.36,777.04,49.976,17.68,30.79,15.84,24.0,90.98,7.54,FDR_09,2,0,0.0,NoShed
2020-01-02 09:00:00,2020,1,2,9,3,2,0,0,Winter,1.3,73.5,3.78,26.7,291.1,375.45,258.49,219.7,853.64,796.87,,667.36,93.96,11.02,104.98,754.01,49.992,19.46,30.79,15.84,24.11,90.57,7.44,FDR_04,6,0,0.0,NoShed
2020-01-02 10:00:00,2020,1,2,10,3,2,0,0,Winter,5.2,66.9,5.1,34.9,315.9,334.44,224.04,208.43,766.91,746.35,,668.21,104.0,12.48,116.48,649.33,50.001,28.7,30.8,15.85,24.14,85.87,7.41,FDR_10,6,0,0.0,NoShed
2020-01-02 11:00:00,2020,1,2,11,3,2,0,0,Winter,1.51,84.4,2.89,45.4,321.5,353.8,222.44,205.06,781.3,728.65,,670.41,106.28,0.04,106.32,668.29,50.003,26.97,30.78,15.85,24.2,85.91,7.34,FDR_03,7,0,0.0,NoShed
2020-01-02 12:00:00,2020,1,2,12,3,2,0,0,Winter,5.0,76.3,4.02,11.2,435.9,364.13,183.42,206.99,754.54,722.93,,671.73,142.15,5.99,148.14,594.06,49.989,30.32,30.78,15.85,24.16,84.07,7.35,FDR_03,5,0,0.0,NoShed
2020-01-02 13:00:00,2020,1,2,13,3,2,0,0,Winter,1.49,84.2,4.38,26.0,391.8,369.2,198.31,217.22,784.73,717.45,,674.53,129.56,5.88,135.44,653.49,50.023,26.47,30.78,15.85,24.21,80.29,7.37,FDR_02,10,0,0.0,NoShed
2020-01-02 14:00:00,2020,1,2,14,3,2,0,0,Winter,3.72,87.5,5.99,18.6,366.4,343.64,202.18,217.79,763.61,741.22,,675.46,118.62,24.74,143.36,619.77,50.003,27.48,30.78,15.85,24.27,94.88,7.62,FDR_02,6,0,0.0,NoShed
2020-01-02 15:00:00,2020,1,2,15,3,2,0,0,Winter,7.81,59.7,5.06,19.0,366.1,351.41,200.6,214.19,766.2,743.64,,676.4,125.43,9.72,135.15,639.67,49.98,29.11,30.77,15.86,24.21,91.05,7.64,FDR_08,1,0,0.0,NoShed
2020-01-02 16:00:00,2020,1,2,16,3,2,0,0,Winter,9.93,64.0,3.73,41.7,193.1,356.15,218.14,210.94,785.23,719.16,,679.15,66.54,12.05,78.59,704.83,49.998,27.49,30.77,15.86,24.3,86.65,7.35,FDR_09,9,0,0.0,NoShed
2020-01-02 17:00:00,2020,1,2,17,3,2,0,0,Winter,9.76,66.7,4.91,45.1,130.4,373.65,239.4,209.85,822.9,789.19,,680.56,48.3,11.0,59.3,758.01,49.993,24.7,30.78,15.85,24.33,99.56,7.26,FDR_04,8,0,0.0,NoShed
2020-01-02 18:00:00,2020,1,2,18,3,2,0,0,Winter,10.01,70.5,5.32,56.0,71.5,362.66,264.45,209.95,837.06,816.85,,681.4,28.84,20.76,49.6,779.48,50.0,22.44,30.78,15.85,24.26,92.73,6.87,FDR_04,6,0,0.0,NoShed
2020-01-02 19:00:00,2020,1,2,19,3,2,0,0,Winter,10.28,73.8,2.97,33.7,0.0,346.67,300.82,199.81,847.3,840.87,,681.67,0.0,0.0,0.0,843.47,50.034,23.93,30.78,15.85,24.28,96.42,6.94,FDR_10,9,0,0.0,NoShed
2020-01-02 20:00:00,2020,1,2,20,3,2,0,0,Winter,8.32,67.4,4.44,2.7,0.0,365.97,283.34,205.15,854.46,796.34,,684.09,4.52,8.12,12.64,845.19,49.992,21.71,30.77,15.86,24.05,94.16,7.16,FDR_03,9,0,0.0,NoShed
2020-01-02 21:00:00,2020,1,2,21,3,2,0,0,Winter,9.97,64.5,4.03,51.2,6.7,338.45,234.42,89.29,662.16,689.45,,682.95,6.75,10.87,17.62,649.42,50.041,37.63,30.76,15.86,24.02,82.41,7.19,FDR_01,9,0,0.0,NoShed
2020-01-02 22:00:00,2020,1,2,22,3,2,0,0,Winter,10.36,77.4,6.66,0.0,5.9,181.91,217.31,96.32,495.54,487.08,,683.31,6.38,27.87,34.25,463.59,50.002,54.11,30.76,15.86,24.05,78.76,7.31,FDR_04,4,0,0.0,NoShed
2020-01-02 23:00:00,2020,1,2,23,3,2,0,0,Winter,12.99,72.0,4.26,27.7,0.0,178.22,200.28,78.48,456.98,446.87,,683.73,0.0,0.0,0.0,466.02,50.017,59.02,30.74,15.87,23.96,77.88,7.3,FDR_10,10,0,0.0,NoShed
2020-01-03 00:00:00,2020,1,3,0,4,3,0,0,Winter,10.73,71.9,4.92,55.4,0.7,172.2,183.39,88.33,443.92,463.9,,682.9,0.0,16.33,16.33,413.33,49.989,57.97,30.85,15.88,23.94,81.64,7.23,FDR_06,4,0,0.0,NoShed
2020-01-03 01:00:00,2020,1,3,1,4,3,0,0,Winter,5.69,56.3,3.4,19.1,3.6,184.16,198.58,79.19,461.93,453.85,,683.23,1.66,0.72,2.38,445.69,50.026,58.63,30.85,15.89,23.88,85.49,7.11,FDR_08,1,1,1.53,Tier3_SheddableFirst
2020-01-03 02:00:00,2020,1,3,2,4,3,0,0,Winter,8.9,80.5,3.09,0.0,0.0,194.08,160.32,85.11,439.51,472.57,,681.85,0.0,1.04,1.04,437.07,50.03,60.84,30.85,15.89,23.97,81.81,7.06,FDR_10,5,0,0.0,NoShed
2020-01-03 03:00:00,2020,1,3,3,4,3,0,0,Winter,6.44,74.3,6.14,46.5,29.4,187.96,176.27,88.41,452.64,471.8,,681.06,14.22,39.86,54.08,387.42,49.985,59.01,30.86,15.89,23.99,71.54,7.52,FDR_05,10,0,0.0,NoShed
2020-01-03 04:00:00,2020,1,3,4,4,3,0,0,Winter,4.82,72.8,6.58,36.7,8.5,185.64,205.82,89.34,480.8,458.25,,682.0,7.6,36.15,43.75,427.72,49.987,55.88,30.86,15.89,24.04,80.86,7.45,FDR_05,9,0,0.0,NoShed
2020-01-03 05:00:00,2020,1,3,5,4,3,0,0,Winter,6.44,66.3,4.68,57.5,0.0,158.08,209.16,76.98,444.22,475.65,,680.69,6.69,8.67,15.36,431.14,50.01,57.7,30.86,15.88,24.01,82.52,6.79,FDR_03,6,0,0.0,NoShed
2020-01-03 06:00:00,2020,1,3,6,4,3,0,0,Winter,6.45,67.8,3.72,39.6,50.0,345.7,213.73,81.92,641.35,672.17,,679.4,10.93,5.01,15.94,619.34,50.013,44.12,30.86,15.89,24.1,82.6,6.78,FDR_04,8,0,0.0,NoShed
2020-01-03 07:00:00,2020,1,3,7,4,3,0,0,Winter,5.61,66.4,5.28,25.6,125.6,383.6,258.6,202.9,845.1,825.86,,680.2,50.34,20.89,71.23,778.77,50.039,21.43,30.86,15.89,24.16,95.13,6.91,FDR_05,1,1,10.39,Tier3_SheddableFirst
2020-01-03 08:00:00,2020,1,3,8,4,3,0,0,Winter,1.67,60.7,4.53,36.2,219.0,373.6,257.29,206.42,837.31,882.85,,678.31,68.47,6.45,74.92,767.56,50.009,24.3,30.86,15.89,24.13,95.01,7.07,FDR_01,4,0,0.0,NoShed
2020-01-03 09:00:00,2020,1,3,9,4,3,0,0,Winter,2.59,69.4,7.34,70.1,181.6,337.15,242.29,216.14,795.58,853.64,,675.89,62.59,46.03,108.62,682.21,49.992,25.18,30.86,15.89,24.05,92.51,7.13,FDR_06,10,0,0.0,NoShed
2020-01-03 10:00:00,2020,1,3,10,4,3,0,0,Winter,4.01,62.0,3.86,27.6,326.1,345.88,229.24,222.6,797.72,766.91,,677.17,107.41,0.0,107.41,689.26,50.019,25.16,30.86,15.89,24.13,88.51,7.14,FDR_07,5,0,0.0,NoShed
2020-01-03 11:00:00,2020,1,3,11,4,3,0,0,Winter,5.7,73.0,2.68,48.0,299.6,347.97,207.63,214.01,769.61,781.3,,676.68,102.26,0.07,102.33,677.02,49.978,31.4,30.87,15.89,24.14,89.77,7.16,FDR_10,7,0,0.0,NoShed
2020-01-03 12:00:00,2020,1,3,12,4,3,0,0,Winter,3.43,66.0,4.07,38.8,361.9,354.37,194.55,202.91,751.83,754.54,,676.57,126.56,6.22,132.78,626.06,50.006,30.71,30.87,15.89,23.98,87.34,7.14,FDR_03,7,0,0.0,NoShed
2020-01-03 13:00:00,2020,1,3,13,4,3,0,0,Winter,4.84,80.0,3.24,8.9,421.1,343.49,183.53,222.75,749.77,784.73,,675.11,143.24,11.27,154.51,590.87,49.993,30.47,30.86,15.89,24.06,90.39,7.02,FDR_03,4,0,0.0,NoShed
2020-01-03 14:00:00,2020,1,3,14,4,3,0,0,Winter,3.97,61.5,4.99,31.1,356.5,351.76,202.53,217.57,771.86,763.61,,675.46,120.18,10.75,130.93,649.11,50.021,25.8,30.85,15.89,24.14,91.39,6.89,FDR_10,8,0,0.0,NoShed
2020-01-03 15:00:00,2020,1,3,15,4,3,0,0,Winter,4.82,83.7,7.25,75.4,209.8,366.35,191.57,210.33,768.25,766.2,,675.54,69.19,45.77,114.96,648.57,50.026,31.76,30.86,15.89,24.05,86.74,6.85,FDR_04,9,0,0.0,NoShed
2020-01-03 16:00:00,2020,1,3,16,4,3,0,0,Winter,9.87,76.8,3.2,58.0,197.9,366.72,234.54,215.58,816.84,785.23,,676.86,70.11,15.42,85.53,727.78,50.016,25.62,30.86,15.89,24.04,86.5,6.85,FDR_07,5,0,0.0,NoShed
2020-01-03 17:00:00,2020,1,3,17,4,3,0,0,Winter,11.93,59.9,2.54,45.7,162.4,363.91,226.51,224.58,815.0,822.9,,676.53,49.46,0.0,49.46,765.96,49.974,23.92,30.87,15.89,24.01,98.21,6.74,FDR_04,6,0,0.0,NoShed
2020-01-03 18:00:00,2020,1,3,18,4,3,0,0,Winter,9.9,69.3,2.81,33.9,64.2,334.71,286.46,203.88,825.05,837.06,,676.03,26.17,5.79,31.96,783.6,49.981,24.16,30.86,15.88,23.99,90.87,6.69,FDR_03,9,0,0.0,NoShed
2020-01-03 19:00:00,2020,1,3,19,4,3,0,0,Winter,12.68,61.0,3.49,4.0,22.9,358.23,280.96,231.73,870.92,847.3,,677.01,13.39,8.46,21.85,855.04,50.005,20.56,30.85,15.88,24.0,97.01,6.72,FDR_09,2,1,25.15,Tier3_SheddableFirst
2020-01-03 20:00:00,2020,1,3,20,4,3,0,0,Winter,11.8,73.2,3.74,59.6,6.0,359.79,279.26,203.31,842.36,854.46,,676.51,4.0,6.54,10.54,829.99,50.014,22.27,30.86,15.88,23.93,93.28,6.69,FDR_01,3,0,0.0,NoShed
2020-01-03 21:00:00,2020,1,3,21,4,3,0,0,Winter,9.92,84.5,6.08,79.9,5.5,358.29,248.7,85.56,692.55,662.16,,677.78,4.03,30.46,34.49,662.31,49.988,38.2,30.87,15.89,23.97,92.32,6.7,FDR_09,8,0,0.0,NoShed
2020-01-03 22:00:00,2020,1,3,22,4,3,0,0,Winter,11.8,78.0,4.62,63.3,0.0,182.06,208.07,86.83,476.96,495.54,,677.0,0.84,11.28,12.12,459.97,49.969,55.72,30.87,15.88,23.85,89.09,6.44,FDR_01,9,0,0.0,NoShed
2020-01-03 23:00:00,2020,1,3,23,4,3,0,0,Winter,13.75,61.5,3.81,50.5,0.0,175.54,183.07,90.86,449.47,456.98,,676.69,0.0,9.65,9.65,431.03,49.997,58.97,30.87,15.88,23.81,73.9,6.75,FDR_08,9,0,0.0,NoShed
2020-01-04 00:00:00,2020,1,4,0,5,4,1,0,Winter,9.77,71.1,4.11,23.2,9.7,51.11,142.28,39.25,232.64,443.92,,667.89,1.6,15.25,16.85,219.5,49.995,78.98,30.98,15.9,23.81,68.53,7.72,FDR_02,1,0,0.0,NoShed
2020-01-04 01:00:00,2020,1,4,1,5,4,1,0,Winter,12.14,80.5,4.25,18.0,0.0,55.75,134.55,46.37,236.67,461.93,,658.5,6.03,14.13,20.16,214.44,49.982,78.95,30.97,15.9,23.75,73.16,8.23,FDR_03,5,0,0.0,NoShed
2020-01-04 02:00:00,2020,1,4,2,5,4,1,0,Winter,2.81,79.9,3.71,19.5,1.2,72.03,189.7,53.69,315.42,439.51,,653.33,0.76,7.74,8.5,313.64,50.01,69.24,30.96,15.9,23.69,69.53,8.9,FDR_02,9,0,0.0,NoShed
2020-01-04 03:00:00,2020,1,4,3,5,4,1,0,Winter,8.66,79.2,3.42,13.8,29.6,66.79,138.56,51.05,256.4,452.64,,645.15,5.64,4.41,10.05,255.27,50.011,78.9,30.96,15.9,23.61,67.85,9.19,FDR_04,1,0,0.0,NoShed
2020-01-04 04:00:00,2020,1,4,4,5,4,1,0,Winter,6.15,78.3,3.73,47.9,0.0,75.78,163.6,48.86,288.24,480.8,,637.13,0.0,1.51,1.51,280.5,49.992,76.73,30.97,15.9,23.54,70.37,9.68,FDR_01,8,0,0.0,NoShed
2020-01-04 05:00:00,2020,1,4,5,5,4,1,0,Winter,4.41,75.1,3.46,55.5,0.0,50.0,197.92,44.25,292.17,444.22,,630.79,2.05,3.88,5.93,295.66,49.971,73.41,30.96,15.9,23.56,75.43,9.88,FDR_05,5,0,0.0,NoShed
2020-01-04 06:00:00,2020,1,4,6,5,4,1,0,Winter,4.37,73.9,6.36,20.2,29.8,127.33,177.93,37.61,342.87,641.35,,618.36,15.7,30.29,45.99,294.39,50.033,66.19,30.97,15.89,23.51,77.72,9.99,FDR_05,2,0,0.0,NoShed
2020-01-04 07:00:00,2020,1,4,7,5,4,1,0,Winter,-0.43,68.7,6.57,23.7,129.1,121.8,242.41,90.07,454.28,845.1,,602.07,41.31,33.54,74.85,368.7,50.007,57.1,30.97,15.89,23.47,83.7,9.75,FDR_06,9,0,0.0,NoShed
2020-01-04 08:00:00,2020,1,4,8,5,4,1,0,Winter,2.71,69.7,4.79,35.2,194.3,117.02,238.09,100.82,455.93,837.31,,586.18,54.41,1.19,55.6,403.56,49.973,57.29,30.97,15.89,23.48,78.76,9.56,FDR_08,2,0,0.0,NoShed
2020-01-04 09:00:00,2020,1,4,9,5,4,1,0,Winter,3.73,67.8,2.98,2.8,349.8,141.22,229.57,111.94,482.73,795.58,,573.15,114.59,0.0,114.59,362.72,50.009,56.53,30.99,15.89,23.5,78.04,9.44,FDR_08,9,0,0.0,NoShed
2020-01-04 10:00:00,2020,1,4,10,5,4,1,0,Winter,6.1,70.3,3.71,34.1,299.8,103.15,185.5,104.14,392.79,797.72,,556.28,98.03,8.49,106.52,277.18,50.0,63.77,30.98,15.89,23.47,69.36,9.78,FDR_03,8,1,1.06,Tier1_Critical_Protected
2020-01-04 11:00:00,2020,1,4,11,5,4,1,0,Winter,2.51,76.8,3.9,43.6,324.7,140.99,193.72,100.58,435.29,769.61,,542.35,102.04,13.91,115.95,318.32,50.003,58.12,30.98,15.89,23.46,71.27,9.91,FDR_06,6,0,0.0,NoShed
2020-01-04 12:00:00,2020,1,4,12,5,4,1,0,Winter,2.57,75.1,5.95,46.9,330.3,108.45,184.22,98.93,391.6,751.83,,527.34,106.08,13.24,119.32,281.5,49.995,63.92,30.98,15.89,23.6,76.66,9.89,FDR_03,5,0,0.0,NoShed
2020-01-04 13:00:00,2020,1,4,13,5,4,1,0,Winter,4.01,76.5,3.83,43.3,357.4,119.8,164.69,113.29,397.78,749.77,,512.67,123.55,19.72,143.27,263.92,49.986,63.41,30.98,15.89,23.61,65.59,10.18,FDR_01,8,0,0.0,NoShed
2020-01-04 14:00:00,2020,1,4,14,5,4,1,0,Winter,7.81,77.1,6.93,15.7,397.7,125.2,180.35,104.84,410.39,771.86,,497.61,134.64,43.9,178.54,236.29,49.987,60.96,30.97,15.89,23.67,71.97,10.03,FDR_08,10,0,0.0,NoShed
2020-01-04 15:00:00,2020,1,4,15,5,4,1,0,Winter,7.67,68.5,4.24,19.4,317.3,103.02,161.44,121.13,385.59,768.25,,481.66,108.9,13.25,122.15,267.34,49.995,63.29,30.97,15.89,23.68,64.03,10.37,FDR_07,7,0,0.0,NoShed
2020-01-04 16:00:00,2020,1,4,16,5,4,1,0,Winter,6.99,78.3,5.75,0.0,305.9,129.89,192.74,101.86,424.49,816.84,,465.32,105.43,17.11,122.54,299.69,49.976,62.61,30.98,15.89,23.72,70.14,10.36,FDR_03,2,0,0.0,NoShed
2020-01-04 17:00:00,2020,1,4,17,5,4,1,0,Winter,10.04,79.1,3.57,26.1,150.1,101.02,213.01,119.99,434.02,815.0,,449.44,48.3,7.18,55.48,385.9,50.014,61.05,30.99,15.89,23.73,70.76,9.48,FDR_09,6,0,0.0,NoShed
2020-01-04 18:00:00,2020,1,4,18,5,4,1,0,Winter,10.04,73.3,3.86,27.2,41.5,123.72,249.53,117.44,490.69,825.05,,435.51,9.23,6.0,15.23,477.48,49.992,55.05,30.98,15.89,23.74,80.54,9.03,FDR_05,8,0,0.0,NoShed
2020-01-04 19:00:00,2020,1,4,19,5,4,1,0,Winter,12.41,63.7,3.22,23.9,0.0,133.67,249.79,96.65,480.11,870.92,,419.23,1.82,10.7,12.52,474.62,50.007,53.33,30.97,15.89,23.84,77.9,7.89,FDR_03,7,0,0.0,NoShed
2020-01-04 20:00:00,2020,1,4,20,5,4,1,0,Winter,9.47,78.0,3.72,63.3,0.0,116.01,246.78,109.36,472.15,842.36,,403.8,4.74,8.92,13.66,458.55,50.043,56.71,30.97,15.89,23.75,87.06,7.36,FDR_01,5,0,0.0,NoShed
2020-01-04 21:00:00,2020,1,4,21,5,4,1,0,Winter,10.36,73.6,4.15,47.3,14.3,124.42,203.92,30.0,358.34,692.55,,389.88,4.88,9.27,14.15,353.68,49.997,67.77,30.98,15.89,23.71,74.83,6.39,FDR_08,4,0,0.0,NoShed
